,Day,Cloud_Condition
942,80944,Partly Cloudy
943,80945,Mostly Cloudy
944,80946,Mostly Cloudy
945,80947,Mostly Cloudy
946,80948,Mostly Cloudy
947,80949,Mostly Cloudy
948,80950,Partly Cloudy
949,80951,Mostly Cloudy
950,80952,Mostly Cloudy
951,80953,Mostly Cloudy
952,80954,Mostly Cloudy
953,80955,Partly Cloudy
954,80956,Mostly Cloudy
955,80957,Partly Cloudy
956,80958,Mostly Cloudy
957,80959,Partly Cloudy
958,80960,Mostly Cloudy
959,80961,Mostly Cloudy
960,80962,Mostly Cloudy
961,80963,Mostly Cloudy
962,80964,Mostly Cloudy
963,80965,Mostly Cloudy
964,80966,Mostly Cloudy
965,80967,Mostly Cloudy
966,80968,Partly Cloudy
967,80969,Mostly Cloudy
968,80970,Mostly Cloudy
969,80971,Mostly Cloudy
970,80972,Mostly Cloudy
971,80973,Partly Cloudy
972,80974,Mostly Cloudy
973,80975,Mostly Cloudy
974,80976,Mostly Cloudy
975,80977,Mostly Cloudy
976,80978,Mostly Cloudy
977,80979,Mostly Cloudy
978,80980,Mostly Cloudy
979,80981,Mostly Cloudy
980,80982,Mostly Cloudy
981,80983,Mostly Cloudy
982,80984,Partly Cloudy
983,80985,Mostly Cloudy
984,80986,Mostly Cloudy
985,80987,Mostly Cloudy
986,80988,Partly Cloudy
987,80989,Mostly Cloudy
988,80990,Mostly Cloudy
989,80991,Mostly Cloudy
990,80992,Mostly Cloudy
991,80993,Mostly Cloudy
992,80994,Mostly Cloudy
993,80995,Mostly Cloudy
994,80996,Partly Cloudy
995,80997,Partly Cloudy
996,80998,Mostly Cloudy
997,80999,Mostly Cloudy
998,81000,Mostly Cloudy
999,81001,Mostly Cloudy
1000,81002,Mostly Cloudy
1001,81003,Mostly Cloudy
1002,81004,Mostly Cloudy
1003,81005,Mostly Cloudy
1004,81006,Mostly Cloudy
1005,81007,Mostly Cloudy
1006,81008,Mostly Cloudy
1007,81009,Mostly Cloudy
1008,81010,Partly Cloudy
1009,81011,Mostly Cloudy
1010,81012,Partly Cloudy
1011,81013,Mostly Cloudy
1012,81014,Mostly Cloudy
1013,81015,Mostly Cloudy
1014,81016,Mostly Cloudy
1015,81017,Mostly Cloudy
1016,81018,Mostly Cloudy
1017,81019,Mostly Cloudy
1018,81020,Mostly Cloudy
1019,81021,Mostly Cloudy
1020,81022,Mostly Cloudy
1021,81023,Mostly Cloudy
1022,81024,Mostly Cloudy
1023,81025,Mostly Cloudy
1024,81026,Partly Cloudy
1025,81027,Mostly Cloudy
1026,81028,Mostly Cloudy
1027,81029,Mostly Cloudy
1028,81030,Mostly Cloudy
1029,81031,Mostly Cloudy
1030,81032,Mostly Cloudy
1031,81033,Mostly Cloudy
1032,81034,Mostly Cloudy
1033,81035,Mostly Cloudy
1034,81036,Mostly Cloudy
1035,81037,Mostly Cloudy
1036,81038,Mostly Cloudy
1037,81039,Mostly Cloudy
1038,81040,Mostly Cloudy
1039,81041,Mostly Cloudy
1040,81042,Mostly Cloudy
1041,81043,Mostly Cloudy
1042,81044,Mostly Cloudy
1043,81045,Mostly Cloudy
1044,81046,Mostly Cloudy
1045,81047,Mostly Cloudy
1046,81048,Mostly Cloudy
1047,81049,Mostly Cloudy
1048,81050,Mostly Cloudy
1049,81051,Mostly Cloudy
1050,81052,Mostly Cloudy
1051,81053,Mostly Cloudy
1052,81054,Mostly Cloudy
1053,81055,Partly Cloudy
1054,81056,Mostly Cloudy
1055,81057,Mostly Cloudy
1056,81058,Mostly Cloudy
1057,81059,Mostly Cloudy
1058,81060,Mostly Cloudy
1059,81061,Mostly Cloudy
1060,81062,Mostly Cloudy
1061,81063,Partly Cloudy
1062,81064,Mostly Cloudy
1063,81065,Mostly Cloudy
1064,81066,Mostly Cloudy
1065,81067,Mostly Cloudy
1066,81068,Mostly Cloudy
1067,81069,Mostly Cloudy
1068,81070,Mostly Cloudy
1069,81071,Partly Cloudy
1070,81072,Mostly Cloudy
1071,81073,Mostly Cloudy
1072,81074,Mostly Cloudy
1073,81075,Partly Cloudy
1074,81076,Mostly Cloudy
1075,81077,Mostly Cloudy
1076,81078,Mostly Cloudy
1077,81079,Mostly Cloudy
1078,81080,Mostly Cloudy
1079,81081,Mostly Cloudy
1080,81082,Mostly Cloudy
1081,81083,Partly Cloudy
1082,81084,Mostly Cloudy
1083,81085,Mostly Cloudy
1084,81086,Mostly Cloudy
1085,81087,Mostly Cloudy
1086,81088,Mostly Cloudy
1087,81089,Mostly Cloudy
1088,81090,Partly Cloudy
1089,81091,Mostly Cloudy
1090,81092,Mostly Cloudy
1091,81093,Mostly Cloudy
1092,81094,Mostly Cloudy
1093,81095,Mostly Cloudy
1094,81096,Mostly Cloudy
1095,81097,Mostly Cloudy
1096,81098,Partly Cloudy
1097,81099,Partly Cloudy
1098,81100,Partly Cloudy
1099,81101,Mostly Cloudy
1100,81102,Partly Cloudy
1101,81103,Mostly Cloudy
1102,81104,Mostly Cloudy
1103,81105,Mostly Cloudy
1104,81106,Mostly Cloudy
1105,81107,Mostly Cloudy
1106,81108,Mostly Cloudy
1107,81109,Mostly Cloudy
1108,81110,Partly Cloudy
1109,81111,Mostly Cloudy
1110,81112,Mostly Cloudy
1111,81113,Mostly Cloudy
1112,81114,Mostly Cloudy
1113,81115,Mostly Cloudy
1114,81116,Mostly Cloudy
1115,81117,Partly Cloudy
1116,81118,Partly Cloudy
1117,81119,Partly Cloudy
1118,81120,Mostly Cloudy
1119,81121,Mostly Cloudy
1120,81122,Mostly Cloudy
1121,81123,Mostly Cloudy
1122,81124,Mostly Cloudy
1123,81125,Mostly Cloudy
1124,81126,Mostly Cloudy
1125,81127,Mostly Cloudy
1126,81128,Mostly Cloudy
1127,81129,Mostly Cloudy
1128,81130,Mostly Cloudy
1129,81131,Mostly Cloudy
1130,81132,Mostly Cloudy
1131,81133,Mostly Cloudy
1132,81134,Mostly Cloudy
1133,81135,Mostly Cloudy
1134,81136,Mostly Cloudy
1135,81137,Mostly Cloudy
1136,81138,Mostly Cloudy
1137,81139,Mostly Cloudy
1138,81140,Mostly Cloudy
1139,81141,Mostly Cloudy
1140,81142,Mostly Cloudy
1141,81143,Mostly Cloudy
1142,81144,Mostly Cloudy
1143,81145,Mostly Cloudy
1144,81146,Mostly Cloudy
1145,81147,Mostly Cloudy
1146,81148,Mostly Cloudy
1147,81149,Mostly Cloudy
1148,81150,Mostly Cloudy
1149,81151,Mostly Cloudy
1150,81152,Mostly Cloudy
1151,81153,Mostly Cloudy
1152,81154,Mostly Cloudy
1153,81155,Mostly Cloudy
1154,81156,Mostly Cloudy
1155,81157,Mostly Cloudy
1156,81158,Mostly Cloudy
1157,81159,Mostly Cloudy
1158,81160,Mostly Cloudy
1159,81161,Mostly Cloudy
1160,81162,Mostly Cloudy
1161,81163,Mostly Cloudy
1162,81164,Partly Cloudy
1163,81165,Mostly Cloudy
1164,81166,Mostly Cloudy
1165,81167,Mostly Cloudy
1166,81168,Mostly Cloudy
1167,81169,Mostly Cloudy
1168,81170,Mostly Cloudy
1169,81171,Mostly Cloudy
1170,81172,Mostly Cloudy
1171,81173,Partly Cloudy
1172,81174,Mostly Cloudy
1173,81175,Mostly Cloudy
1174,81176,Mostly Cloudy
1175,81177,Mostly Cloudy
1176,81178,Mostly Cloudy
1177,81179,Mostly Cloudy
1178,81180,Partly Cloudy
1179,81181,Mostly Cloudy
1180,81182,Mostly Cloudy
1181,81183,Mostly Cloudy
1182,81184,Mostly Cloudy
1183,81185,Mostly Cloudy
1184,81186,Mostly Cloudy
1185,81187,Mostly Cloudy
1186,81188,Mostly Cloudy
1187,81189,Mostly Cloudy
1188,81190,Mostly Cloudy
1189,81191,Mostly Cloudy
1190,81192,Partly Cloudy
1191,81193,Mostly Cloudy
1192,81194,Mostly Cloudy
1193,81195,Mostly Cloudy
1194,81196,Mostly Cloudy
1195,81197,Mostly Cloudy
1196,81198,Mostly Cloudy
1197,81199,Mostly Cloudy
1198,81200,Mostly Cloudy
1199,81201,Mostly Cloudy
1200,81202,Mostly Cloudy
1201,81203,Mostly Cloudy
1202,81204,Mostly Cloudy
1203,81205,Partly Cloudy
1204,81206,Mostly Cloudy
1205,81207,Mostly Cloudy
1206,81208,Mostly Cloudy
1207,81209,Mostly Cloudy
1208,81210,Mostly Cloudy
1209,81211,Partly Cloudy
1210,81212,Mostly Cloudy
1211,81213,Mostly Cloudy
1212,81214,Mostly Cloudy
1213,81215,Mostly Cloudy
1214,81216,Mostly Cloudy
1215,81217,Partly Cloudy
1216,81218,Mostly Cloudy
1217,81219,Mostly Cloudy
1218,81220,Mostly Cloudy
1219,81221,Mostly Cloudy
1220,81222,Mostly Cloudy
1221,81223,Mostly Cloudy
1222,81224,Mostly Cloudy
1223,81225,Mostly Cloudy
1224,81226,Mostly Cloudy
1225,81227,Mostly Cloudy
1226,81228,Mostly Cloudy
1227,81229,Mostly Cloudy
1228,81230,Partly Cloudy
1229,81231,Mostly Cloudy
1230,81232,Mostly Cloudy
1231,81233,Mostly Cloudy
1232,81234,Mostly Cloudy
1233,81235,Mostly Cloudy
1234,81236,Mostly Cloudy
1235,81237,Mostly Cloudy
1236,81238,Mostly Cloudy
1237,81239,Mostly Cloudy
1238,81240,Mostly Cloudy
1239,81241,Mostly Cloudy
1240,81242,Mostly Cloudy
1241,81243,Mostly Cloudy
1242,81244,Mostly Cloudy
1243,81245,Partly Cloudy
1244,81246,Mostly Cloudy
1245,81247,Partly Cloudy
1246,81248,Mostly Cloudy
1247,81249,Mostly Cloudy
1248,81250,Partly Cloudy
1249,81251,Mostly Cloudy
1250,81252,Mostly Cloudy
1251,81253,Partly Cloudy
1252,81254,Mostly Cloudy
1253,81255,Mostly Cloudy
1254,81256,Partly Cloudy
1255,81257,Mostly Cloudy
1256,81258,Mostly Cloudy
1257,81259,Mostly Cloudy
1258,81260,Mostly Cloudy
1259,81261,Mostly Cloudy
1260,81262,Mostly Cloudy
1261,81263,Partly Cloudy
1262,81264,Partly Cloudy
1263,81265,Partly Cloudy
1264,81266,Mostly Cloudy
1265,81267,Mostly Cloudy
1266,81268,Mostly Cloudy
1267,81269,Mostly Cloudy
1268,81270,Mostly Cloudy
1269,81271,Mostly Cloudy
1270,81272,Mostly Cloudy
1271,81273,Mostly Cloudy
1272,81274,Mostly Cloudy
1273,81275,Mostly Cloudy
1274,81276,Mostly Cloudy
1275,81277,Mostly Cloudy
1276,81278,Mostly Cloudy
1277,81279,Partly Cloudy
1278,81280,Partly Cloudy
1279,81281,Mostly Cloudy
1280,81282,Partly Cloudy
1281,81283,Mostly Cloudy
1282,81284,Partly Cloudy
1283,81285,Mostly Cloudy
1284,81286,Mostly Cloudy
1285,81287,Mostly Cloudy
1286,81288,Mostly Cloudy
1287,81289,Mostly Cloudy
1288,81290,Mostly Cloudy
1289,81291,Mostly Cloudy
1290,81292,Mostly Cloudy
1291,81293,Mostly Cloudy
1292,81294,Partly Cloudy
1293,81295,Mostly Cloudy
1294,81296,Mostly Cloudy
1295,81297,Partly Cloudy
1296,81298,Mostly Cloudy
1297,81299,Mostly Cloudy
1298,81300,Mostly Cloudy
1299,81301,Mostly Cloudy
1300,81302,Mostly Cloudy
1301,81303,Mostly Cloudy
1302,81304,Mostly Cloudy
1303,81305,Mostly Cloudy
1304,81306,Mostly Cloudy
1305,81307,Partly Cloudy
1306,81308,Mostly Cloudy
1307,81309,Mostly Cloudy
1308,81310,Mostly Cloudy
1309,81311,Mostly Cloudy
1310,81312,Mostly Cloudy
1311,81313,Mostly Cloudy
1312,81314,Mostly Cloudy
1313,81315,Mostly Cloudy
1314,81316,Partly Cloudy
1315,81317,Mostly Cloudy
1316,81318,Mostly Cloudy
1317,81319,Mostly Cloudy
1318,81320,Mostly Cloudy
1319,81321,Partly Cloudy
1320,81322,Mostly Cloudy
1321,81323,Mostly Cloudy
1322,81324,Mostly Cloudy
1323,81325,Mostly Cloudy
1324,81326,Mostly Cloudy
1325,81327,Mostly Cloudy
1326,81328,Mostly Cloudy
1327,81329,Mostly Cloudy
1328,81330,Mostly Cloudy
1329,81331,Mostly Cloudy
1330,81332,Mostly Cloudy
1331,81333,Partly Cloudy
1332,81334,Mostly Cloudy
1333,81335,Partly Cloudy
1334,81336,Mostly Cloudy
1335,81337,Mostly Cloudy
1336,81338,Mostly Cloudy
1337,81339,Partly Cloudy
1338,81340,Mostly Cloudy
1339,81341,Mostly Cloudy
1340,81342,Partly Cloudy
1341,81343,Partly Cloudy
1342,81344,Mostly Cloudy
1343,81345,Partly Cloudy
1344,81346,Mostly Cloudy
1345,81347,Mostly Cloudy
1346,81348,Mostly Cloudy
1347,81349,Mostly Cloudy
1348,81350,Mostly Cloudy
1349,81351,Mostly Cloudy
1350,81352,Mostly Cloudy
1351,81353,Mostly Cloudy
1352,81354,Mostly Cloudy
1353,81355,Mostly Cloudy
1354,81356,Mostly Cloudy
1355,81357,Mostly Cloudy
1356,81358,Mostly Cloudy
1357,81359,Mostly Cloudy
1358,81360,Partly Cloudy
1359,81361,Mostly Cloudy
1360,81362,Mostly Cloudy
1361,81363,Mostly Cloudy
1362,81364,Mostly Cloudy
1363,81365,Mostly Cloudy
1364,81366,Mostly Cloudy
1365,81367,Mostly Cloudy
1366,81368,Mostly Cloudy
1367,81369,Partly Cloudy
1368,81370,Mostly Cloudy
1369,81371,Partly Cloudy
1370,81372,Mostly Cloudy
1371,81373,Mostly Cloudy
1372,81374,Mostly Cloudy
1373,81375,Mostly Cloudy
1374,81376,Mostly Cloudy
1375,81377,Mostly Cloudy
1376,81378,Mostly Cloudy
1377,81379,Mostly Cloudy
1378,81380,Mostly Cloudy
1379,81381,Mostly Cloudy
1380,81382,Mostly Cloudy
1381,81383,Partly Cloudy
1382,81384,Mostly Cloudy
1383,81385,Mostly Cloudy
1384,81386,Mostly Cloudy
1385,81387,Mostly Cloudy
1386,81388,Mostly Cloudy
1387,81389,Mostly Cloudy
1388,81390,Mostly Cloudy
1389,81391,Mostly Cloudy
1390,81392,Mostly Cloudy
1391,81393,Mostly Cloudy
1392,81394,Mostly Cloudy
1393,81395,Mostly Cloudy
1394,81396,Mostly Cloudy
1395,81397,Mostly Cloudy
1396,81398,Partly Cloudy
1397,81399,Mostly Cloudy
1398,81400,Mostly Cloudy
1399,81401,Mostly Cloudy
1400,81402,Mostly Cloudy
1401,81403,Mostly Cloudy
1402,81404,Mostly Cloudy
1403,81405,Partly Cloudy
1404,81406,Partly Cloudy
1405,81407,Mostly Cloudy
1406,81408,Partly Cloudy
1407,81409,Mostly Cloudy
1408,81410,Mostly Cloudy
1409,81411,Mostly Cloudy
1410,81412,Mostly Cloudy
1411,81413,Mostly Cloudy
1412,81414,Mostly Cloudy
1413,81415,Mostly Cloudy
1414,81416,Partly Cloudy
1415,81417,Mostly Cloudy
1416,81418,Mostly Cloudy
1417,81419,Mostly Cloudy
1418,81420,Mostly Cloudy
1419,81421,Mostly Cloudy
1420,81422,Mostly Cloudy
1421,81423,Mostly Cloudy
1422,81424,Partly Cloudy
1423,81425,Mostly Cloudy
1424,81426,Mostly Cloudy
1425,81427,Mostly Cloudy
1426,81428,Mostly Cloudy
1427,81429,Mostly Cloudy
1428,81430,Partly Cloudy
1429,81431,Mostly Cloudy
1430,81432,Mostly Cloudy
1431,81433,Partly Cloudy
1432,81434,Mostly Cloudy
1433,81435,Mostly Cloudy
1434,81436,Mostly Cloudy
1435,81437,Mostly Cloudy
1436,81438,Mostly Cloudy
1437,81439,Mostly Cloudy
1438,81440,Mostly Cloudy
1439,81441,Mostly Cloudy
1440,81442,Mostly Cloudy
1441,81443,Mostly Cloudy
1442,81444,Mostly Cloudy
1443,81445,Partly Cloudy
1444,81446,Mostly Cloudy
1445,81447,Mostly Cloudy
1446,81448,Mostly Cloudy
1447,81449,Mostly Cloudy
1448,81450,Mostly Cloudy
1449,81451,Mostly Cloudy
1450,81452,Mostly Cloudy
1451,81453,Mostly Cloudy
1452,81454,Mostly Cloudy
1453,81455,Mostly Cloudy
1454,81456,Mostly Cloudy
1455,81457,Mostly Cloudy
1456,81458,Partly Cloudy
1457,81459,Mostly Cloudy
1458,81460,Mostly Cloudy
1459,81461,Mostly Cloudy
1460,81462,Mostly Cloudy
1461,81463,Mostly Cloudy
1462,81464,Mostly Cloudy
1463,81465,Mostly Cloudy
1464,81466,Mostly Cloudy
1465,81467,Mostly Cloudy
1466,81468,Mostly Cloudy
1467,81469,Mostly Cloudy
1468,81470,Mostly Cloudy
1469,81471,Mostly Cloudy
1470,81472,Mostly Cloudy
1471,81473,Mostly Cloudy
1472,81474,Mostly Cloudy
1473,81475,Mostly Cloudy
1474,81476,Mostly Cloudy
1475,81477,Partly Cloudy
1476,81478,Mostly Cloudy
1477,81479,Mostly Cloudy
1478,81480,Mostly Cloudy
1479,81481,Mostly Cloudy
1480,81482,Mostly Cloudy
1481,81483,Mostly Cloudy
1482,81484,Mostly Cloudy
1483,81485,Mostly Cloudy
1484,81486,Mostly Cloudy
1485,81487,Mostly Cloudy
1486,81488,Mostly Cloudy
1487,81489,Mostly Cloudy
1488,81490,Mostly Cloudy
1489,81491,Mostly Cloudy
1490,81492,Mostly Cloudy
1491,81493,Mostly Cloudy
1492,81494,Mostly Cloudy
1493,81495,Mostly Cloudy
1494,81496,Mostly Cloudy
1495,81497,Mostly Cloudy
1496,81498,Mostly Cloudy
1497,81499,Partly Cloudy
1498,81500,Mostly Cloudy
1499,81501,Mostly Cloudy
1500,81502,Partly Cloudy
1501,81503,Mostly Cloudy
1502,81504,Mostly Cloudy
1503,81505,Mostly Cloudy
1504,81506,Mostly Cloudy
1505,81507,Mostly Cloudy
1506,81508,Mostly Cloudy
1507,81509,Mostly Cloudy
1508,81510,Mostly Cloudy
1509,81511,Mostly Cloudy
1510,81512,Mostly Cloudy
1511,81513,Mostly Cloudy
1512,81514,Partly Cloudy
1513,81515,Mostly Cloudy
1514,81516,Mostly Cloudy
1515,81517,Partly Cloudy
1516,81518,Mostly Cloudy
1517,81519,Partly Cloudy
1518,81520,Mostly Cloudy
1519,81521,Mostly Cloudy
1520,81522,Mostly Cloudy
1521,81523,Mostly Cloudy
1522,81524,Mostly Cloudy
1523,81525,Partly Cloudy
1524,81526,Mostly Cloudy
1525,81527,Mostly Cloudy
1526,81528,Mostly Cloudy
1527,81529,Mostly Cloudy
1528,81530,Mostly Cloudy
1529,81531,Mostly Cloudy
1530,81532,Partly Cloudy
1531,81533,Partly Cloudy
1532,81534,Mostly Cloudy
1533,81535,Mostly Cloudy
1534,81536,Mostly Cloudy
1535,81537,Mostly Cloudy
1536,81538,Partly Cloudy
1537,81539,Mostly Cloudy
1538,81540,Mostly Cloudy
1539,81541,Mostly Cloudy
1540,81542,Partly Cloudy
1541,81543,Mostly Cloudy
1542,81544,Partly Cloudy
1543,81545,Partly Cloudy
1544,81546,Mostly Cloudy
1545,81547,Mostly Cloudy
1546,81548,Mostly Cloudy
1547,81549,Mostly Cloudy
1548,81550,Mostly Cloudy
1549,81551,Mostly Cloudy
1550,81552,Mostly Cloudy
1551,81553,Mostly Cloudy
1552,81554,Mostly Cloudy
1553,81555,Mostly Cloudy
1554,81556,Mostly Cloudy
1555,81557,Mostly Cloudy
1556,81558,Mostly Cloudy
1557,81559,Mostly Cloudy
1558,81560,Mostly Cloudy
1559,81561,Mostly Cloudy
1560,81562,Mostly Cloudy
1561,81563,Mostly Cloudy
1562,81564,Partly Cloudy
1563,81565,Mostly Cloudy
1564,81566,Mostly Cloudy
1565,81567,Mostly Cloudy
1566,81568,Mostly Cloudy
1567,81569,Mostly Cloudy
1568,81570,Mostly Cloudy
1569,81571,Mostly Cloudy
1570,81572,Mostly Cloudy
1571,81573,Mostly Cloudy
1572,81574,Partly Cloudy
1573,81575,Mostly Cloudy
1574,81576,Mostly Cloudy
1575,81577,Mostly Cloudy
1576,81578,Mostly Cloudy
1577,81579,Mostly Cloudy
1578,81580,Mostly Cloudy
1579,81581,Mostly Cloudy
1580,81582,Mostly Cloudy
1581,81583,Mostly Cloudy
1582,81584,Mostly Cloudy
1583,81585,Mostly Cloudy
1584,81586,Mostly Cloudy
1585,81587,Mostly Cloudy
1586,81588,Partly Cloudy
1587,81589,Mostly Cloudy
1588,81590,Partly Cloudy
1589,81591,Mostly Cloudy
1590,81592,Mostly Cloudy
1591,81593,Mostly Cloudy
1592,81594,Mostly Cloudy
1593,81595,Mostly Cloudy
1594,81596,Mostly Cloudy
1595,81597,Mostly Cloudy
1596,81598,Mostly Cloudy
1597,81599,Mostly Cloudy
1598,81600,Mostly Cloudy
1599,81601,Mostly Cloudy
1600,81602,Mostly Cloudy
1601,81603,Mostly Cloudy
1602,81604,Mostly Cloudy
1603,81605,Mostly Cloudy
1604,81606,Mostly Cloudy
1605,81607,Mostly Cloudy
1606,81608,Mostly Cloudy
1607,81609,Mostly Cloudy
1608,81610,Mostly Cloudy
1609,81611,Partly Cloudy
1610,81612,Mostly Cloudy
1611,81613,Mostly Cloudy
1612,81614,Mostly Cloudy
1613,81615,Mostly Cloudy
1614,81616,Partly Cloudy
1615,81617,Partly Cloudy
1616,81618,Mostly Cloudy
1617,81619,Mostly Cloudy
1618,81620,Mostly Cloudy
1619,81621,Partly Cloudy
1620,81622,Mostly Cloudy
1621,81623,Mostly Cloudy
1622,81624,Mostly Cloudy
1623,81625,Mostly Cloudy
1624,81626,Mostly Cloudy
1625,81627,Partly Cloudy
1626,81628,Mostly Cloudy
1627,81629,Mostly Cloudy
1628,81630,Mostly Cloudy
1629,81631,Mostly Cloudy
1630,81632,Mostly Cloudy
1631,81633,Mostly Cloudy
1632,81634,Mostly Cloudy
1633,81635,Mostly Cloudy
1634,81636,Mostly Cloudy
1635,81637,Mostly Cloudy
1636,81638,Mostly Cloudy
1637,81639,Mostly Cloudy
1638,81640,Mostly Cloudy
1639,81641,Mostly Cloudy
1640,81642,Partly Cloudy
1641,81643,Mostly Cloudy
1642,81644,Partly Cloudy
1643,81645,Mostly Cloudy
1644,81646,Mostly Cloudy
1645,81647,Mostly Cloudy
1646,81648,Mostly Cloudy
1647,81649,Partly Cloudy
1648,81650,Mostly Cloudy
1649,81651,Mostly Cloudy
1650,81652,Mostly Cloudy
1651,81653,Mostly Cloudy
1652,81654,Mostly Cloudy
1653,81655,Mostly Cloudy
1654,81656,Mostly Cloudy
1655,81657,Mostly Cloudy
1656,81658,Mostly Cloudy
1657,81659,Mostly Cloudy
1658,81660,Mostly Cloudy
1659,81661,Mostly Cloudy
1660,81662,Mostly Cloudy
1661,81663,Mostly Cloudy
1662,81664,Partly Cloudy
1663,81665,Partly Cloudy
1664,81666,Mostly Cloudy
1665,81667,Mostly Cloudy
1666,81668,Partly Cloudy
1667,81669,Mostly Cloudy
1668,81670,Partly Cloudy
1669,81671,Mostly Cloudy
1670,81672,Mostly Cloudy
1671,81673,Mostly Cloudy
1672,81674,Mostly Cloudy
1673,81675,Mostly Cloudy
1674,81676,Partly Cloudy
1675,81677,Mostly Cloudy
1676,81678,Mostly Cloudy
1677,81679,Mostly Cloudy
1678,81680,Mostly Cloudy
1679,81681,Mostly Cloudy
1680,81682,Mostly Cloudy
1681,81683,Mostly Cloudy
1682,81684,Mostly Cloudy
1683,81685,Mostly Cloudy
1684,81686,Mostly Cloudy
1685,81687,Mostly Cloudy
1686,81688,Mostly Cloudy
1687,81689,Mostly Cloudy
1688,81690,Mostly Cloudy
1689,81691,Mostly Cloudy
1690,81692,Mostly Cloudy
1691,81693,Mostly Cloudy
1692,81694,Mostly Cloudy
1693,81695,Mostly Cloudy
1694,81696,Mostly Cloudy
1695,81697,Mostly Cloudy
1696,81698,Mostly Cloudy
1697,81699,Mostly Cloudy
1698,81700,Mostly Cloudy
1699,81701,Partly Cloudy
1700,81702,Mostly Cloudy
1701,81703,Mostly Cloudy
1702,81704,Mostly Cloudy
1703,81705,Mostly Cloudy
1704,81706,Partly Cloudy
1705,81707,Mostly Cloudy
1706,81708,Mostly Cloudy
1707,81709,Partly Cloudy
1708,81710,Mostly Cloudy
1709,81711,Mostly Cloudy
1710,81712,Mostly Cloudy
1711,81713,Mostly Cloudy
1712,81714,Mostly Cloudy
1713,81715,Mostly Cloudy
1714,81716,Mostly Cloudy
1715,81717,Mostly Cloudy
1716,81718,Mostly Cloudy
1717,81719,Mostly Cloudy
1718,81720,Mostly Cloudy
1719,81721,Mostly Cloudy
1720,81722,Mostly Cloudy
1721,81723,Mostly Cloudy
1722,81724,Mostly Cloudy
1723,81725,Mostly Cloudy
1724,81726,Mostly Cloudy
1725,81727,Mostly Cloudy
1726,81728,Partly Cloudy
1727,81729,Mostly Cloudy
1728,81730,Partly Cloudy
1729,81731,Mostly Cloudy
1730,81732,Mostly Cloudy
1731,81733,Mostly Cloudy
1732,81734,Mostly Cloudy
1733,81735,Mostly Cloudy
1734,81736,Mostly Cloudy
1735,81737,Partly Cloudy
1736,81738,Mostly Cloudy
1737,81739,Mostly Cloudy
1738,81740,Mostly Cloudy
1739,81741,Mostly Cloudy
1740,81742,Mostly Cloudy
1741,81743,Mostly Cloudy
1742,81744,Mostly Cloudy
1743,81745,Mostly Cloudy
1744,81746,Mostly Cloudy
1745,81747,Mostly Cloudy
1746,81748,Mostly Cloudy
1747,81749,Partly Cloudy
1748,81750,Mostly Cloudy
1749,81751,Mostly Cloudy
1750,81752,Mostly Cloudy
1751,81753,Mostly Cloudy
1752,81754,Mostly Cloudy
1753,81755,Mostly Cloudy
1754,81756,Mostly Cloudy
1755,81757,Mostly Cloudy
1756,81758,Mostly Cloudy
1757,81759,Partly Cloudy
1758,81760,Partly Cloudy
1759,81761,Mostly Cloudy
1760,81762,Mostly Cloudy
1761,81763,Partly Cloudy
1762,81764,Mostly Cloudy
1763,81765,Mostly Cloudy
1764,81766,Mostly Cloudy
1765,81767,Mostly Cloudy
1766,81768,Partly Cloudy
1767,81769,Mostly Cloudy
1768,81770,Mostly Cloudy
1769,81771,Mostly Cloudy
1770,81772,Mostly Cloudy
1771,81773,Mostly Cloudy
1772,81774,Mostly Cloudy
